LAND;RWK;BEZ;GKZ;NAME
8;8A;802;G80210;Doren
8;8A;802;G80211;Egg
8;8A;802;G80212;Eichenberg
8;8A;802;G80213;Fußach
8;8A;802;G80214;Gaißau
8;8A;802;G80215;Hard
8;8A;802;G80216;Hittisau
8;8A;802;G80217;Höchst
8;8A;802;G80218;Hörbranz
8;8A;802;G80219;Hohenweiler
8;8A;802;G80220;Kennelbach
8;8A;802;G80221;Krumbach
8;8A;802;G80222;Langen bei Bregenz
8;8A;802;G80223;Langenegg
8;8A;802;G80224;Lauterach
8;8A;802;G80225;Lingenau
8;8A;802;G80226;Lochau
8;8A;802;G80227;Mellau
8;8A;802;G80228;Mittelberg
8;8A;802;G80229;Möggers
8;8A;802;G80230;Reuthe
8;8A;802;G80231;Riefensberg
8;8A;802;G80232;Schnepfau
8;8A;802;G80233;Schoppernau
8;8A;802;G80234;Schröcken
8;8A;802;G80235;Schwarzach
8;8A;802;G80236;Schwarzenberg
8;8A;802;G80237;Sibratsgfäll
8;8A;802;G80238;Sulzberg
8;8A;802;G80239;Warth
8;8A;802;G80240;Wolfurt
8;8A;802;G80299;Wahlkarten - Bregenz
8;8A;803;G80300;Dornbirn
8;8A;803;G80301;Dornbirn
8;8A;803;G80302;Hohenems
8;8A;803;G80303;Lustenau
8;8A;803;G80399;Wahlkarten - Dornbirn
8;8B;804;G80400;Feldkirch
8;8B;804;G80401;Altach
8;8B;804;G80402;Düns
8;8B;804;G80403;Dünserberg
8;8B;804;G80404;Feldkirch
8;8B;804;G80405;Frastanz
8;8B;804;G80406;Fraxern
8;8B;804;G80407;Göfis
8;8B;804;G80408;Götzis
8;8B;804;G80409;Klaus
8;8B;804;G80410;Koblach
8;8B;804;G80411;Laterns
8;8B;804;G80412;Mäder
8;8B;804;G80413;Meiningen
8;8B;804;G80414;Rankweil
8;8B;804;G80415;Röns
8;8B;804;G80416;Röthis
8;8B;804;G80417;Satteins
8;8B;804;G80418;Schlins
8;8B;804;G80419;Schnifis
8;8B;804;G80420;Sulz
8;8B;804;G80421;Übersaxen
8;8B;804;G80422;Viktorsberg
8;8B;804;G80423;Weiler
8;8B;804;G80424;Zwischenwasser
8;8B;804;G80499;Wahlkarten - Feldkirch
9;;;G90000;Wien
9;;;G90099;Wahlkarten - Wien
9;9A;;G9A000;Wien Innen-Süd
9;9A;;G9A099;Wahlkarten - Wien Innen-Süd
9;9B;;G9B000;Wien Innen-West
9;9B;;G9B099;Wahlkarten - Wien Innen-West
9;9C;;G9C000;Wien Innen-Ost
9;9C;;G9C099;Wahlkarten - Wien Innen-Ost
9;9D;;G9D000;Wien Süd
9;9D;;G9D099;Wahlkarten - Wien Süd
9;9E;;G9E000;Wien Süd-West
9;9E;;G9E099;Wahlkarten - Wien Süd-West
9;9F;;G9F000;Wien Nord-West
9;9F;;G9F099;Wahlkarten - Wien Nord-West
9;9G;;G9G000;Wien Nord
9;9G;;G9G099;Wahlkarten - Wien Nord
9;9B;901;G90100;Wien  1.,Innere Stadt
9;9B;901;G90101;Innere Stadt
9;9B;901;G90199;Wahlkarten - Wien  1.,Innere Stadt
9;9C;902;G90200;Wien  2.,Leopoldstadt
9;9C;902;G90201;Leopoldstadt
9;9C;902;G90299;Wahlkarten - Wien  2.,Leopoldstadt
9;9A;903;G90300;Wien  3.,Landstraße
9;9A;903;G90301;Landstraße
9;9A;903;G90399;Wahlkarten - Wien  3.,Landstraße
9;9A;904;G90400;Wien  4.,Wieden
9;9A;904;G90401;Wieden
9;9A;904;G90499;Wahlkarten - Wien  4.,Wieden
9;9A;905;G90500;Wien  5.,Margareten
9;9A;905;G90501;Margareten
9;9A;905;G90599;Wahlkarten - Wien  5.,Margareten
9;9B;906;G90600;Wien  6.,Mariahilf
9;9B;906;G90601;Mariahilf
9;9B;906;G90699;Wahlkarten - Wien  6.,Mariahilf
9;9B;907;G90700;Wien  7.,Neubau
9;9B;907;G90701;Neubau
9;9B;907;G90799;Wahlkarten - Wien  7.,Neubau
9;9B;908;G90800;Wien  8.,Josefstadt
9;9B;908;G90801;Josefstadt
9;9B;908;G90899;Wahlkarten - Wien  8.,Josefstadt
9;9B;909;G90900;Wien  9.,Alsergrund
9;9B;909;G90901;Alsergrund
9;9B;909;G90999;Wahlkarten - Wien  9.,Alsergrund
9;9D;910;G91000;Wien 10.,Favoriten
9;9D;910;G91001;Favoriten
9;9D;910;G91099;Wahlkarten - Wien 10.,Favoriten
9;9D;911;G91100;Wien 11.,Simmering
9;9D;911;G91101;Simmering
9;9D;911;G91199;Wahlkarten - Wien 11.,Simmering
9;9D;912;G91200;Wien 12.,Meidling
9;9D;912;G91201;Meidling
9;9D;912;G91299;Wahlkarten - Wien 12.,Meidling
9;9E;913;G91300;Wien 13.,Hietzing
9;9E;913;G91301;Hietzing
9;9E;913;G91399;Wahlkarten - Wien 13.,Hietzing
9;9E;914;G91400;Wien 14.,Penzing
9;9E;914;G91401;Penzing
9;9E;914;G91499;Wahlkarten - Wien 14.,Penzing
9;9E;915;G91500;Wien 15.,Rudolfsheim-Fünfhaus
9;9E;915;G91501;Rudolfsheim-Fünfhaus
9;9E;915;G91599;Wahlkarten - Wien 15.,Rudolfsheim-Fünfhaus
9;9F;916;G91600;Wien 16.,Ottakring
9;9F;916;G91601;Ottakring
9;9F;916;G91699;Wahlkarten - Wien 16.,Ottakring
9;9F;917;G91700;Wien 17.,Hernals
9;9F;917;G91701;Hernals
9;9F;917;G91799;Wahlkarten - Wien 17.,Hernals
9;9F;918;G91800;Wien 18.,Währing
9;9F;918;G91801;Währing
9;9F;918;G91899;Wahlkarten - Wien 18.,Währing
9;9F;919;G91900;Wien 19.,Döbling
9;9F;919;G91901;Döbling
9;9F;919;G91999;Wahlkarten - Wien 19.,Döbling
9;9C;920;G92000;Wien 20.,Brigittenau
9;9C;920;G92001;Brigittenau
9;9C;920;G92099;Wahlkarten - Wien 20.,Brigittenau
9;9G;921;G92100;Wien 21.,Floridsdorf
9;9G;921;G92101;Floridsdorf
9;9G;921;G92199;Wahlkarten - Wien 21.,Floridsdorf
9;9G;922;G92200;Wien 22.,Donaustadt
9;9G;922;G92201;Donaustadt
9;9G;922;G92299;Wahlkarten - Wien 22.,Donaustadt
9;9E;923;G92300;Wien 23.,Liesing
9;9E;923;G92301;Liesing
9;9E;923;G92399;Wahlkarten - Wien 23.,Liesing
